,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
288,KTR,2018-02-13,2019-02-08,360,Tuesday,KTR_20180213_20190208_25-35_M_USD,USD,846268,821439,499998,1.0302262249540137,0.590827019336664,0.6086854897320434,25-35,M,miranda57,catherinebolton@johnson.net,Amy Blevins,F,44
289,AKX,2017-08-23,2018-11-04,438,Wednesday,AKX_20170823_20181104_20-25_B_GBP,GBP,12148,5789,499997,2.098462601485576,41.15879157062891,86.37018483330455,20-25,B,miranda57,catherinebolton@johnson.net,Amy Blevins,F,44
290,KTR,2017-10-17,2019-05-11,571,Tuesday,KTR_20171017_20190511_35-45_M_USD,USD,746847,377130,499998,1.9803436480789118,0.6694784875617095,1.325797470368308,35-45,M,miranda57,catherinebolton@johnson.net,Amy Blevins,F,44
291,BYU,2019-02-27,2020-04-21,419,Wednesday,BYU_20190227_20200421_40-60_B_GBP,GBP,415873,384344,500000,1.082033282684262,1.202290122224814,1.300917927689778,40-60,B,miranda57,catherinebolton@johnson.net,Amy Blevins,F,44
292,KTR,2017-10-12,2019-09-28,716,Thursday,KTR_20171012_20190928_30-50_M_USD,USD,266773,37258,500001,7.160153524075366,1.874256390264382,13.41996349777229,30-50,M,miranda57,catherinebolton@johnson.net,Amy Blevins,F,44
293,AKX,2018-12-29,2020-11-15,687,Saturday,AKX_20181229_20201115_35-50_M_EUR,EUR,549163,356668,500000,1.539703589893122,0.9104764887656306,1.4018639182657262,35-50,M,miranda57,catherinebolton@johnson.net,Amy Blevins,F,44
294,AKX,2017-06-07,2017-10-03,118,Wednesday,AKX_20170607_20171003_25-40_B_EUR,EUR,870988,286418,499999,3.040968095580585,0.5740595737254703,1.7456968486617461,25-40,B,miranda57,catherinebolton@johnson.net,Amy Blevins,F,44
295,KTR,2018-02-04,2018-10-07,245,Sunday,KTR_20180204_20181007_40-50_B_USD,USD,437898,381256,500003,1.1485668422267452,1.1418252652444176,1.3114626392764965,40-50,B,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
296,GRZ,2017-08-10,2018-12-23,500,Thursday,GRZ_20170810_20181223_40-65_B_USD,USD,809154,251715,499996,3.2145640903402657,0.6179244000524005,1.986357586953499,40-65,B,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
297,KTR,2018-01-28,2019-10-15,625,Sunday,KTR_20180128_20191015_25-35_B_USD,USD,274363,243402,500002,1.1272010911989219,1.8224104562204086,2.0542230548639697,25-35,B,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
298,KTR,2017-09-30,2018-10-08,373,Saturday,KTR_20170930_20181008_40-55_F_USD,USD,200656,181645,500001,1.1046601888298604,2.4918317917231483,2.7526273775771424,40-55,F,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
299,AKX,2018-07-29,2019-06-10,316,Sunday,AKX_20180729_20190610_20-25_B_USD,USD,401306,132549,499996,3.027604885740368,1.2459220644595397,3.7721597296094274,20-25,B,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
300,AKX,2017-05-14,2019-02-17,644,Sunday,AKX_20170514_20190217_30-40_M_GBP,GBP,379907,198097,499999,1.9177827024134642,1.3161089424517052,2.5240109643255577,30-40,M,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
301,GRZ,2017-11-03,2019-03-07,489,Friday,GRZ_20171103_20190307_30-35_M_USD,USD,593747,532697,499996,1.1146054886736738,0.8421027811508942,0.9386123818981522,30-35,M,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
302,AKX,2019-04-10,2019-05-13,33,Wednesday,AKX_20190410_20190513_35-55_F_USD,USD,684386,366785,500000,1.8659050942650326,0.7305818646202582,1.3631964229725861,35-55,F,brentwagner,ramirezmarvin@gmail.com,Jonathan Rogers,M,46
303,BYU,2018-03-21,2018-08-28,160,Wednesday,BYU_20180321_20180828_35-50_F_USD,USD,746694,196720,499999,3.795719804798699,0.6696170050917779,2.5416785278568526,35-50,F,jdiaz,hjackson@morgan-lewis.com,Dawn Henderson,F,25
304,GRZ,2018-07-23,2019-05-05,286,Monday,GRZ_20180723_20190505_20-25_M_USD,USD,195023,62722,499999,3.1093236822805395,2.5637950395594364,7.971668633015529,20-25,M,jdiaz,hjackson@morgan-lewis.com,Dawn Henderson,F,25
305,AKX,2019-03-19,2019-12-12,268,Tuesday,AKX_20190319_20191212_35-55_F_USD,USD,931014,908977,499994,1.0242437377403388,0.5370424075255582,0.550062322809048,35-55,F,jdiaz,hjackson@morgan-lewis.com,Dawn Henderson,F,25
306,BYU,2019-01-31,2020-09-03,581,Thursday,BYU_20190131_20200903_35-40_M_USD,USD,506264,261964,500002,1.9325708876028767,0.9876309593413714,1.9086668397184345,35-40,M,jdiaz,hjackson@morgan-lewis.com,Dawn Henderson,F,25
307,BYU,2017-08-27,2018-09-06,375,Sunday,BYU_20170827_20180906_20-40_F_USD,USD,433485,224128,500000,1.9340956953169617,1.1534424489890076,2.230868075385494,20-40,F,jdiaz,hjackson@morgan-lewis.com,Dawn Henderson,F,25
308,KTR,2017-11-25,2018-03-23,118,Saturday,KTR_20171125_20180323_45-50_M_GBP,GBP,728446,392999,499994,1.8535568792795911,0.6863844403016833,1.2722526011516568,45-50,M,danieljones,popejoan@hotmail.com,Lisa Rodriguez,F,79
309,KTR,2019-05-07,2020-03-01,299,Tuesday,KTR_20190507_20200301_25-35_M_USD,USD,288057,41144,499999,7.00119093914058,1.7357641022436532,12.152415905113747,25-35,M,danieljones,popejoan@hotmail.com,Lisa Rodriguez,F,79
310,KTR,2017-12-10,2019-04-16,492,Sunday,KTR_20171210_20190416_20-30_M_USD,USD,357181,353584,499999,1.0101729716276755,1.3998476962660389,1.41408830716322,20-30,M,michael16,watsonmary@coleman.com,Dale Gray,M,76
311,BYU,2019-05-04,2020-11-24,570,Saturday,BYU_20190504_20201124_20-25_B_GBP,GBP,194017,41458,499998,4.679844662067635,2.5770834514501306,12.06035023397173,20-25,B,michael16,watsonmary@coleman.com,Dale Gray,M,76
312,KTR,2017-05-25,2019-02-26,642,Thursday,KTR_20170525_20190226_20-35_B_EUR,EUR,612445,47260,499996,12.959056284384257,0.8163933087869115,10.579686838764284,20-35,B,michael16,watsonmary@coleman.com,Dale Gray,M,76
313,GRZ,2017-05-17,2019-05-09,722,Wednesday,GRZ_20170517_20190509_40-60_B_EUR,EUR,54242,19585,500005,2.7695685473576717,9.218041370155968,25.529997447025785,40-60,B,michael16,watsonmary@coleman.com,Dale Gray,M,76
314,KTR,2017-12-27,2019-11-18,691,Wednesday,KTR_20171227_20191118_25-30_B_EUR,EUR,709434,353039,500002,2.0095060319114886,0.7047900157026588,1.4162797877854854,25-30,B,hgilmore,dana32@hotmail.com,Amy White,F,31
315,KTR,2018-03-13,2018-12-18,280,Tuesday,KTR_20180313_20181218_35-60_F_GBP,GBP,314189,89308,500001,3.5180386975410936,1.5914019905216288,5.598613785999015,35-60,F,hgilmore,dana32@hotmail.com,Amy White,F,31
316,AKX,2017-12-23,2017-12-27,4,Saturday,AKX_20171223_20171227_20-35_B_EUR,EUR,142085,107931,500001,1.3164429126015695,3.519027342787768,4.632598604664091,20-35,B,hgilmore,dana32@hotmail.com,Amy White,F,31
317,KTR,2019-04-15,2019-08-13,120,Monday,KTR_20190415_20190813_30-45_F_USD,USD,238332,163731,499999,1.4556314931198124,2.097909638655321,3.0537833397462912,30-45,F,hgilmore,dana32@hotmail.com,Amy White,F,31
318,BYU,2018-02-21,2018-05-05,73,Wednesday,BYU_20180221_20180505_20-25_B_USD,USD,846573,94278,500002,8.979539235028321,0.5906188834276548,5.303485436687244,20-25,B,hgilmore,dana32@hotmail.com,Amy White,F,31
319,GRZ,2017-11-14,2019-08-28,652,Tuesday,GRZ_20171114_20190828_20-30_M_USD,USD,250076,13133,500001,19.041803091449022,1.9993961835601977,38.072108429147946,20-30,M,hgilmore,dana32@hotmail.com,Amy White,F,31
320,GRZ,2018-06-27,2020-04-25,668,Wednesday,GRZ_20180627_20200425_25-30_F_USD,USD,917890,872936,500000,1.0514974751871844,0.5447275817363736,0.5727796768606175,25-30,F,hgilmore,dana32@hotmail.com,Amy White,F,31
321,GRZ,2017-09-24,2018-02-04,133,Sunday,GRZ_20170924_20180204_25-40_F_GBP,GBP,371286,340298,499998,1.0910613638634374,1.3466653738627365,1.4692945594743432,25-40,F,ohall,jacksonlarry@jennings.com,Anthony Mosley,M,22
322,BYU,2017-08-28,2017-09-14,17,Monday,BYU_20170828_20170914_45-65_M_USD,USD,757665,206334,500002,3.6720317543400505,0.6599249008466802,2.4232651913887193,45-65,M,ohall,jacksonlarry@jennings.com,Anthony Mosley,M,22
323,GRZ,2017-11-19,2017-12-24,35,Sunday,GRZ_20171119_20171224_30-50_B_USD,USD,882655,615444,499995,1.4341759770182176,0.5664670794364729,0.8124134770994599,30-50,B,ohall,jacksonlarry@jennings.com,Anthony Mosley,M,22
324,AKX,2017-12-30,2018-08-09,222,Saturday,AKX_20171230_20180809_35-45_F_EUR,EUR,742648,414931,499998,1.7898108360185188,0.6732637804181792,1.2050148096912499,35-45,F,lauramarshall,john47@johnson-hardin.com,Elizabeth Franco,F,35
325,GRZ,2019-04-09,2020-08-18,497,Tuesday,GRZ_20190409_20200818_25-50_B_USD,USD,834041,207270,499997,4.0239349640565445,0.5994873153717862,2.4122979688329234,25-50,B,lauramarshall,john47@johnson-hardin.com,Elizabeth Franco,F,35
326,AKX,2018-11-04,2020-08-05,640,Sunday,AKX_20181104_20200805_25-30_M_USD,USD,866385,164739,500002,5.25913718063118,0.5771129463229395,3.035116153430578,25-30,M,lauramarshall,john47@johnson-hardin.com,Elizabeth Franco,F,35
327,GRZ,2018-12-26,2020-05-08,499,Wednesday,GRZ_20181226_20200508_20-25_F_GBP,GBP,646983,256605,500000,2.521318758402993,0.7728178329260583,1.948520098984821,20-25,F,lauramarshall,john47@johnson-hardin.com,Elizabeth Franco,F,35
328,KTR,2018-12-11,2019-04-21,131,Tuesday,KTR_20181211_20190421_30-45_F_USD,USD,212326,40069,500003,5.299009209114278,2.354883528159528,12.478549502108862,30-45,F,lauramarshall,john47@johnson-hardin.com,Elizabeth Franco,F,35
329,AKX,2018-10-26,2018-11-24,29,Friday,AKX_20181026_20181124_20-40_M_GBP,GBP,10848,2972,499997,3.6500672947510093,46.09116887905605,168.235868102288,20-40,M,lauramarshall,john47@johnson-hardin.com,Elizabeth Franco,F,35
330,BYU,2017-08-19,2017-11-25,98,Saturday,BYU_20170819_20171125_25-40_F_EUR,EUR,651427,245501,499997,2.653459660042118,0.7675411059105625,2.0366393619577923,25-40,F,lauramarshall,john47@johnson-hardin.com,Elizabeth Franco,F,35
331,BYU,2018-10-26,2020-06-30,613,Friday,BYU_20181026_20200630_35-50_B_EUR,EUR,826594,173088,499999,4.775570807912738,0.6048906718413151,2.888698234424108,35-50,B,bradley58,wilkinsonmichelle@yahoo.com,Julie Lee,F,42
332,KTR,2018-10-29,2020-07-09,619,Monday,KTR_20181029_20200709_20-45_B_EUR,EUR,625792,425039,500000,1.4723166580007951,0.7989875230108406,1.1763626396636544,20-45,B,bradley58,wilkinsonmichelle@yahoo.com,Julie Lee,F,42
333,AKX,2018-12-29,2020-01-25,392,Saturday,AKX_20181229_20200125_30-35_M_GBP,GBP,370605,187035,500000,1.981474055658032,1.349145316442034,2.673296441842436,30-35,M,bradley58,wilkinsonmichelle@yahoo.com,Julie Lee,F,42
334,BYU,2019-02-26,2021-01-26,700,Tuesday,BYU_20190226_20210126_35-40_B_GBP,GBP,16804,6652,500001,2.5261575466025254,29.754879790526065,75.1655141310884,35-40,B,aliciaconway,russelldanielle@gmail.com,Nicole Anderson,F,60
335,AKX,2019-04-26,2020-08-14,476,Friday,AKX_20190426_20200814_20-25_B_USD,USD,5596,1068,500000,5.239700374531835,89.34953538241601,468.1647940074906,20-25,B,aliciaconway,russelldanielle@gmail.com,Nicole Anderson,F,60
336,KTR,2019-04-18,2021-04-14,727,Thursday,KTR_20190418_20210414_35-50_M_USD,USD,412371,322909,499999,1.277050190610977,1.21249796906184,1.5484207625058453,35-50,M,aliciaconway,russelldanielle@gmail.com,Nicole Anderson,F,60
337,GRZ,2017-06-12,2017-07-16,34,Monday,GRZ_20170612_20170716_40-55_F_EUR,EUR,266588,232527,499999,1.146481913928275,1.8755495371134485,2.1502836229771165,40-55,F,aliciaconway,russelldanielle@gmail.com,Nicole Anderson,F,60
338,AKX,2018-03-26,2018-08-25,152,Monday,AKX_20180326_20180825_35-50_B_GBP,GBP,344372,294093,499997,1.1709629266932569,1.4519095629145227,1.700132271084317,35-50,B,millswilliam,sherrievans@williams.com,Kathryn Hart,F,35
339,KTR,2019-04-16,2021-03-20,704,Tuesday,KTR_20190416_20210320_20-25_F_GBP,GBP,435850,290319,499999,1.501279626893176,1.147181369737295,1.722240018738009,20-25,F,millswilliam,sherrievans@williams.com,Kathryn Hart,F,35
340,GRZ,2018-06-05,2018-10-16,133,Tuesday,GRZ_20180605_20181016_30-35_M_USD,USD,392052,15199,499996,25.7945917494572,1.2753308234621938,32.89663793670636,30-35,M,millswilliam,sherrievans@williams.com,Kathryn Hart,F,35
341,KTR,2017-06-07,2017-12-17,193,Wednesday,KTR_20170607_20171217_25-30_B_USD,USD,599619,305388,499998,1.963466147982239,0.8338595007829972,1.6372549019607843,25-30,B,millswilliam,sherrievans@williams.com,Kathryn Hart,F,35
342,KTR,2017-06-28,2019-02-24,606,Wednesday,KTR_20170628_20190224_35-45_B_GBP,GBP,167577,48063,500000,3.4866113226390363,2.983703014136785,10.403012712481535,35-45,B,millswilliam,sherrievans@williams.com,Kathryn Hart,F,35
343,AKX,2017-09-20,2019-04-25,582,Wednesday,AKX_20170920_20190425_30-50_M_GBP,GBP,850706,673891,500003,1.2623792275011834,0.5877506447585887,0.7419642048936698,30-50,M,cscott,shoover@gmail.com,Laura Harris MD,F,85
344,GRZ,2017-09-05,2018-03-26,202,Tuesday,GRZ_20170905_20180326_40-60_M_EUR,EUR,669902,157658,500000,4.24908345913306,0.7463778283987808,3.1714216849129127,40-60,M,cscott,shoover@gmail.com,Laura Harris MD,F,85
345,KTR,2018-04-02,2019-03-13,345,Monday,KTR_20180402_20190313_25-45_F_USD,USD,139328,35930,500000,3.877762315613693,3.5886541111621497,13.915947676036739,25-45,F,cscott,shoover@gmail.com,Laura Harris MD,F,85
346,AKX,2018-04-26,2020-01-16,630,Thursday,AKX_20180426_20200116_35-40_B_EUR,EUR,34847,2542,500000,13.708497246262786,14.348437455161132,196.6955153422502,35-40,B,jessicagriffin,kholloway@hotmail.com,Jessica Orozco,F,89
347,GRZ,2017-05-19,2017-12-16,211,Friday,GRZ_20170519_20171216_25-45_F_EUR,EUR,709967,201620,500002,3.521312369804583,0.7042609022672884,2.4799226267235395,25-45,F,jessicagriffin,kholloway@hotmail.com,Jessica Orozco,F,89
348,BYU,2018-06-30,2018-07-03,3,Saturday,BYU_20180630_20180703_20-35_B_GBP,GBP,16112,10358,500002,1.555512647229195,31.032894736842106,48.27206024329021,20-35,B,jamesroberts,lloydrandall@yahoo.com,Michael Glenn,M,43
349,GRZ,2017-10-29,2018-01-30,93,Sunday,GRZ_20171029_20180130_40-45_F_EUR,EUR,408182,235379,499997,1.7341479061428589,1.2249364254180732,2.12422093729687,40-45,F,jamesroberts,lloydrandall@yahoo.com,Michael Glenn,M,43
350,KTR,2018-08-15,2018-10-27,73,Wednesday,KTR_20180815_20181027_20-30_B_USD,USD,830282,342375,500000,2.4250660825118655,0.6022050339523198,1.4603870025556773,20-30,B,jamesroberts,lloydrandall@yahoo.com,Michael Glenn,M,43
351,KTR,2018-08-21,2020-07-26,705,Tuesday,KTR_20180821_20200726_25-35_M_USD,USD,789242,539132,499998,1.4639123628350756,0.6335167160389336,0.9274129526720729,25-35,M,jamesroberts,lloydrandall@yahoo.com,Michael Glenn,M,43
352,BYU,2018-03-18,2018-11-24,251,Sunday,BYU_20180318_20181124_25-35_B_EUR,EUR,751353,628074,499999,1.1962810114731703,0.6654648347714057,0.7960829456401635,25-35,B,jamesroberts,lloydrandall@yahoo.com,Michael Glenn,M,43
353,KTR,2018-06-22,2020-06-08,717,Friday,KTR_20180622_20200608_30-45_B_GBP,GBP,637248,236607,500000,2.6932761921667576,0.784623882695591,2.113208823069478,30-45,B,jamesroberts,lloydrandall@yahoo.com,Michael Glenn,M,43
354,KTR,2019-02-20,2020-10-17,605,Wednesday,KTR_20190220_20201017_35-45_B_USD,USD,287280,202550,499997,1.418316465070353,1.7404518240044555,2.4685114786472475,35-45,B,jamesroberts,lloydrandall@yahoo.com,Michael Glenn,M,43
355,AKX,2017-06-24,2018-12-21,545,Saturday,AKX_20170624_20181221_30-50_F_EUR,EUR,428055,102517,500001,4.175453827170128,1.1680765322213267,4.87724962689115,30-50,F,michele66,marybutler@hotmail.com,Dr. Kelly Herrera,F,62
356,KTR,2018-08-15,2020-04-16,610,Wednesday,KTR_20180815_20200416_25-35_B_EUR,EUR,338459,259834,500000,1.3025970427272797,1.477283806901279,1.9243055181385038,25-35,B,michele66,marybutler@hotmail.com,Dr. Kelly Herrera,F,62
357,BYU,2018-07-26,2020-06-17,692,Thursday,BYU_20180726_20200617_25-30_F_GBP,GBP,872857,57008,500000,15.311131770979511,0.5728315176483663,8.770698849284312,25-30,F,michele66,marybutler@hotmail.com,Dr. Kelly Herrera,F,62
358,AKX,2017-10-14,2019-07-27,651,Saturday,AKX_20171014_20190727_45-60_F_GBP,GBP,318597,267186,500001,1.1924165188295794,1.5693838925036958,1.8713592778064718,45-60,F,michele66,marybutler@hotmail.com,Dr. Kelly Herrera,F,62
359,GRZ,2017-10-13,2018-02-12,122,Friday,GRZ_20171013_20180212_30-35_B_GBP,GBP,116833,110093,499996,1.061220967727285,4.279578543733363,4.541578483645645,30-35,B,michele66,marybutler@hotmail.com,Dr. Kelly Herrera,F,62
360,KTR,2018-01-29,2019-05-22,478,Monday,KTR_20180129_20190522_45-50_B_GBP,GBP,813758,750504,500000,1.0842820291430826,0.6144332836051996,0.6662189675204929,45-50,B,michele66,marybutler@hotmail.com,Dr. Kelly Herrera,F,62
361,GRZ,2018-07-27,2019-11-25,486,Friday,GRZ_20180727_20191125_30-35_F_GBP,GBP,153843,74464,500003,2.066005049419854,3.2500861267655985,6.714694348947142,30-35,F,michele66,marybutler@hotmail.com,Dr. Kelly Herrera,F,62
362,KTR,2018-07-18,2019-10-13,452,Wednesday,KTR_20180718_20191013_35-60_M_EUR,EUR,269995,211019,499996,1.279481942384335,1.8518713309505732,2.3694359275705033,35-60,M,louis03,jasonbaird@mitchell.com,Richard Chavez,M,18
363,GRZ,2018-11-20,2019-06-29,221,Tuesday,GRZ_20181120_20190629_20-35_M_EUR,EUR,207203,187839,499998,1.1030882830509106,2.413082822159911,2.661843387156022,20-35,M,louis03,jasonbaird@mitchell.com,Richard Chavez,M,18
364,BYU,2018-05-09,2018-10-16,160,Wednesday,BYU_20180509_20181016_45-60_B_USD,USD,860354,488085,500000,1.7627134617945646,0.5811561287563026,1.0244117315631498,45-60,B,snowtara,johnallen@stewart-mendez.info,Timothy Hampton,M,37
365,BYU,2017-05-13,2017-07-05,53,Saturday,BYU_20170513_20170705_35-40_M_GBP,GBP,879059,339892,500000,2.586289174208278,0.5687900357086384,1.4710555117507915,35-40,M,snowtara,johnallen@stewart-mendez.info,Timothy Hampton,M,37
366,BYU,2019-02-14,2019-08-20,187,Thursday,BYU_20190214_20190820_45-55_F_USD,USD,234274,89636,500002,2.6136150653755186,2.134261591128337,5.578138248025347,45-55,F,snowtara,johnallen@stewart-mendez.info,Timothy Hampton,M,37
367,GRZ,2019-05-06,2020-05-20,380,Monday,GRZ_20190506_20200520_30-50_F_EUR,EUR,555376,346953,499998,1.6007240173741113,0.9002873728789145,1.4411116203059204,30-50,F,mmartin,bryanbrad@mckinney-moody.biz,Tammy Wright,F,52
368,KTR,2018-12-04,2019-10-04,304,Tuesday,KTR_20181204_20191004_20-30_M_USD,USD,10762,3156,499999,3.4100126742712296,46.45967292324847,158.42807351077312,20-30,M,mmartin,bryanbrad@mckinney-moody.biz,Tammy Wright,F,52
369,AKX,2017-11-05,2018-06-05,212,Sunday,AKX_20171105_20180605_20-35_B_GBP,GBP,465200,257663,499998,1.8054590686284022,1.0748022355975924,1.9405114432417538,20-35,B,mmartin,bryanbrad@mckinney-moody.biz,Tammy Wright,F,52
370,KTR,2017-10-09,2019-04-18,556,Monday,KTR_20171009_20190418_25-35_F_USD,USD,951987,66889,499999,14.232340145614376,0.5252162056834809,7.475055689276264,25-35,F,mmartin,bryanbrad@mckinney-moody.biz,Tammy Wright,F,52
371,BYU,2017-10-07,2018-01-14,99,Saturday,BYU_20171007_20180114_40-60_F_GBP,GBP,883755,134517,499997,6.569838756439706,0.5657642672460127,3.716980009961566,40-60,F,mmartin,bryanbrad@mckinney-moody.biz,Tammy Wright,F,52
372,GRZ,2018-12-06,2020-03-01,451,Thursday,GRZ_20181206_20200301_25-40_B_EUR,EUR,776646,496274,500001,1.5649540374873558,0.64379524262019,1.007509964253618,25-40,B,kevinprice,stacie17@brown.net,Julie Dunn,F,27
373,KTR,2018-11-18,2020-11-15,728,Sunday,KTR_20181118_20201115_20-25_F_USD,USD,17515,14550,500000,1.2037800687285223,28.546959748786755,34.36426116838488,20-25,F,kevinprice,stacie17@brown.net,Julie Dunn,F,27
374,KTR,2018-05-10,2019-04-08,333,Thursday,KTR_20180510_20190408_25-30_M_EUR,EUR,616125,300215,499999,2.0522791999067334,0.8115220125786163,1.665469746681545,25-30,M,kevinprice,stacie17@brown.net,Julie Dunn,F,27
375,GRZ,2017-07-02,2019-03-22,628,Sunday,GRZ_20170702_20190322_25-40_B_USD,USD,442514,176813,500000,2.502723216053118,1.1299077543309364,2.827846368762478,25-40,B,kevinprice,stacie17@brown.net,Julie Dunn,F,27
376,KTR,2018-05-29,2019-10-28,517,Tuesday,KTR_20180529_20191028_20-30_B_USD,USD,875891,151128,500003,5.795689746440104,0.570850710876125,3.308473611772802,20-30,B,kevinprice,stacie17@brown.net,Julie Dunn,F,27
377,KTR,2018-08-14,2019-07-12,332,Tuesday,KTR_20180814_20190712_45-65_M_USD,USD,466236,42764,499998,10.902534842390796,1.0724139706071603,11.692030680011225,45-65,M,kevinprice,stacie17@brown.net,Julie Dunn,F,27
378,GRZ,2019-04-17,2020-08-15,486,Wednesday,GRZ_20190417_20200815_35-55_B_EUR,EUR,682430,541930,500002,1.2592585758308268,0.7326788095482321,0.9226320742531323,35-55,B,kevinprice,stacie17@brown.net,Julie Dunn,F,27
379,KTR,2017-08-03,2018-08-31,393,Thursday,KTR_20170803_20180831_30-40_B_EUR,EUR,309284,181496,500002,1.7040816326530612,1.6166436026435251,2.754892669810905,30-40,B,kevinprice,stacie17@brown.net,Julie Dunn,F,27
380,BYU,2018-03-31,2019-03-21,355,Saturday,BYU_20180331_20190321_30-50_B_USD,USD,89154,26199,500000,3.402954311233253,5.608273324808758,19.084697889232412,30-50,B,cynthiaswanson,alancaldwell@yahoo.com,Michelle Austin,F,34
381,GRZ,2018-10-13,2018-11-09,27,Saturday,GRZ_20181013_20181109_20-30_F_GBP,GBP,267431,59282,499995,4.511166964677305,1.8696224446679703,8.434179008805371,20-30,F,cynthiaswanson,alancaldwell@yahoo.com,Michelle Austin,F,34
382,AKX,2019-04-26,2021-03-07,681,Friday,AKX_20190426_20210307_30-40_B_USD,USD,679145,201572,499999,3.3692427519695194,0.7362183333456037,2.480498283491755,30-40,B,cynthiaswanson,alancaldwell@yahoo.com,Michelle Austin,F,34
383,BYU,2018-05-29,2019-06-23,390,Tuesday,BYU_20180529_20190623_40-50_B_GBP,GBP,906806,738587,500000,1.227757867387322,0.5513858532034416,0.6769683192365964,40-50,B,cynthiaswanson,alancaldwell@yahoo.com,Michelle Austin,F,34
384,GRZ,2018-04-28,2020-02-07,650,Saturday,GRZ_20180428_20200207_35-40_F_GBP,GBP,444429,261986,499999,1.6963845396318886,1.1250368450303647,1.908495110425748,35-40,F,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
385,BYU,2018-07-20,2020-01-19,548,Friday,BYU_20180720_20200119_30-55_B_EUR,EUR,226865,139578,500000,1.6253635959821748,2.2039538932845524,3.5822264253678946,30-55,B,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
386,GRZ,2017-12-24,2019-06-25,548,Sunday,GRZ_20171224_20190625_40-60_F_GBP,GBP,337294,25278,500000,13.343381596645305,1.4823862861479895,19.780045889706464,40-60,F,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
387,AKX,2018-01-14,2018-03-20,65,Sunday,AKX_20180114_20180320_35-50_F_EUR,EUR,727865,259544,500000,2.80439925407638,0.6869405727710496,1.9264556298739328,35-50,F,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
388,KTR,2018-11-10,2020-10-26,716,Saturday,KTR_20181110_20201026_35-40_M_GBP,GBP,499188,9059,500006,55.10409537476543,1.0016386611857657,55.194392317032786,35-40,M,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
389,GRZ,2018-10-31,2018-12-04,34,Wednesday,GRZ_20181031_20181204_35-50_F_EUR,EUR,920212,443236,500000,2.0761219756517972,0.543353053426819,1.1280672147569242,35-50,F,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
390,KTR,2018-01-14,2019-12-15,700,Sunday,KTR_20180114_20191215_40-50_M_GBP,GBP,262732,15513,499996,16.936247018629537,1.9030647199427553,32.23077418938954,40-50,M,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
391,GRZ,2018-06-03,2019-06-04,366,Sunday,GRZ_20180603_20190604_25-45_B_USD,USD,561334,294729,500000,1.9045767467741552,0.8907352841623704,1.69647370974692,25-45,B,michaelberry,hvalencia@wilson.com,Amy Parks,F,31
392,GRZ,2019-01-28,2019-09-23,238,Monday,GRZ_20190128_20190923_20-25_M_USD,USD,586583,152685,499997,3.8417853751187083,0.8523891759563438,3.274696270098569,20-25,M,woodwardrandy,nperry@hotmail.com,Troy Medina,M,61
393,KTR,2018-07-21,2019-04-18,271,Saturday,KTR_20180721_20190418_40-50_F_GBP,GBP,459613,20608,500001,22.30264945652174,1.0878739287182912,24.26247088509317,40-50,F,woodwardrandy,nperry@hotmail.com,Troy Medina,M,61
394,AKX,2019-03-08,2020-07-13,493,Friday,AKX_20190308_20200713_30-50_F_GBP,GBP,978787,155551,499997,6.292386419888011,0.5108333069401207,3.2143605634165002,30-50,F,woodwardrandy,nperry@hotmail.com,Troy Medina,M,61
395,GRZ,2017-06-02,2018-04-11,313,Friday,GRZ_20170602_20180411_20-25_M_GBP,GBP,947130,355518,499998,2.6640845189273117,0.5279085236451173,1.4063929252527299,20-25,M,woodwardrandy,nperry@hotmail.com,Troy Medina,M,61
396,KTR,2018-02-02,2018-10-10,250,Friday,KTR_20180202_20181010_40-45_B_EUR,EUR,470344,426026,499999,1.1040265148136499,1.0630495977412278,1.1736349424683001,40-45,B,woodwardrandy,nperry@hotmail.com,Troy Medina,M,61
397,BYU,2019-03-22,2019-05-05,44,Friday,BYU_20190322_20190505_40-55_B_EUR,EUR,181229,86523,499998,2.0945760086913308,2.75892931043045,5.778787143302937,40-55,B,woodwardrandy,nperry@hotmail.com,Troy Medina,M,61
398,AKX,2017-12-17,2019-09-01,623,Sunday,AKX_20171217_20190901_35-40_M_USD,USD,127858,125506,499998,1.0187401399136295,3.910572666551956,3.9838573454655553,35-40,M,amberpierce,rollinsnicole@klein.com,Elizabeth Foster,F,35
